,true,pred
580,2,1
581,3,1
582,5,5
583,0,2
584,2,2
585,5,5
586,2,1
587,3,0
588,0,0
589,2,2
590,2,2
591,0,4
592,0,2
593,2,1
594,5,1
595,2,0
596,3,2
597,1,2
598,3,2
599,0,2
600,5,2
601,0,1
602,4,2
603,0,0
604,4,0
605,3,4
606,3,2
607,2,1
608,1,1
609,2,0
610,2,0
611,3,2
612,1,0
613,1,1
614,1,2
615,1,1
616,2,2
617,5,0
618,0,4
619,3,2
620,3,0
621,0,0
622,4,4
623,4,5
624,3,2
625,2,0
626,3,0
627,3,2
628,1,0
629,2,0
630,3,2
631,3,0
632,5,2
633,2,4
634,0,0
635,0,2
636,2,2
637,4,2
638,3,2
639,4,0
640,3,2
641,2,1
642,3,1
643,3,2
644,1,0
645,3,3
646,2,2
647,3,0
648,0,0
649,1,3
650,2,0
651,2,2
652,3,0
653,3,2
654,1,0
655,2,0
656,4,2
657,1,0
658,4,2
659,1,1
660,2,4
661,3,0
662,3,3
663,0,4
664,4,0
665,0,0
666,4,2
667,3,0
668,2,1
669,2,0
670,0,0
671,3,0
672,3,0
673,1,0
674,0,4
675,1,0
676,5,2
677,2,1
678,0,1
679,3,0
680,0,1
681,3,2
682,0,0
683,0,0
684,4,0
685,3,4
686,3,4
687,5,2
688,5,1
689,4,4
690,5,2
691,2,0
692,3,2
693,2,0
694,0,2
695,2,1
696,2,1
697,3,0
698,5,2
699,4,2
700,3,0
701,4,4
702,3,0
703,3,2
704,3,4
705,1,0
706,4,2
707,3,0
708,3,1
709,1,2
710,3,4
711,0,0
712,4,0
713,0,2
714,3,3
715,4,0
716,5,5
717,4,3
718,3,4
719,1,0
720,5,5
721,5,0
722,3,1
723,2,0
724,5,0
725,2,0
726,3,0
727,2,2
728,3,4
729,0,1
730,3,0
731,1,2
732,5,2
733,0,2
734,3,4
735,3,1
736,5,2
737,0,0
738,4,0
739,4,2
740,1,1
741,0,2
742,2,0
743,4,2
744,2,1
745,0,0
746,1,0
747,2,2
748,5,0
749,0,2
750,3,0
751,3,0
752,3,2
753,1,0
754,3,1
755,2,1
756,5,0
757,3,0
758,3,0
759,0,1
760,1,2
761,0,0
762,0,0
763,2,5
764,3,0
765,3,3
766,2,3
767,2,2
768,0,1
769,3,1
770,3,2
771,3,0
772,3,4
773,2,2
774,0,5
775,0,4
776,4,2
777,3,2
778,4,4
779,1,2
780,2,4
781,4,2
782,5,2
783,3,2
784,3,0
785,0,0
786,2,1
787,0,0
788,5,2
789,3,1
790,3,3
791,4,2
792,5,2
793,1,1
794,3,2
795,1,2
796,0,0
797,3,2
798,1,4
799,3,0
800,0,1
801,3,2
802,5,2
803,3,2
804,4,4
805,2,0
806,2,3
807,1,1
808,3,2
809,0,0
810,4,0
811,0,2
812,2,2
813,5,5
814,3,2
815,2,2
816,3,4
817,3,0
818,4,2
819,0,0
820,2,0
821,0,0
822,3,2
823,3,2
824,5,2
825,2,4
826,3,0
827,2,1
828,2,2
829,1,1
830,3,0
831,2,2
832,1,2
833,2,0
834,0,2
835,3,2
836,2,0
837,5,5
838,3,0
839,1,0
840,3,0
841,1,0
842,1,2
843,3,0
844,1,1
845,3,0
846,5,3
847,2,1
848,0,2
849,3,0
850,2,2
851,3,4
852,0,0
853,3,0
854,1,2
855,3,0
856,3,0
857,2,2
858,3,1
859,1,2
860,3,2
861,2,2
862,4,2
863,5,0
864,2,2
865,2,1
866,2,1
867,3,2
868,2,1
869,0,0
870,2,0
871,0,0
872,0,3
873,3,2
874,3,2
875,0,0
876,0,2
877,3,4
878,3,3
879,3,2
880,3,0
881,4,0
882,2,0
883,3,0
884,0,0
885,0,3
886,2,2
887,4,2
888,5,0
889,0,1
890,2,1
891,2,2
892,3,2
893,3,0
894,2,0
895,3,0
896,1,2
897,1,0
898,3,0
899,4,0
900,1,1
901,3,2
902,2,2
903,1,0
904,1,0
905,3,2
906,0,0
907,0,0
908,2,1
909,3,4
910,0,0
911,3,4
912,3,2
913,2,1
914,2,2
915,4,0
916,4,2
917,4,3
918,5,2
919,5,1
920,2,0
921,3,0
922,0,0
923,0,0
924,3,0
925,2,5
926,2,1
927,1,1
928,3,0
929,3,1
930,3,4
931,3,0
932,2,2
933,2,4
934,0,0
935,3,2
936,3,0
937,2,1
938,5,1
939,1,1
940,3,0
941,2,4
942,3,2
943,2,2
944,5,2
945,2,2
946,3,1
947,0,0
948,3,1
949,3,4
950,3,2
951,1,0
952,3,2
953,1,1
954,1,0
955,0,0
956,0,0
957,0,2
958,3,0
959,4,0
960,3,1
961,2,0
962,0,4
963,5,0
964,3,0
965,3,0
966,3,3
967,1,1
968,0,0
969,5,0
970,3,0
971,3,2
972,1,0
973,4,0
974,3,0
975,1,1
976,0,0
977,2,0
978,4,3
979,1,2
980,3,0
981,2,1
982,3,2
983,3,0
984,2,2
985,3,2
986,5,0
987,0,0
988,1,1
989,2,0
990,3,0
991,1,2
992,5,2
993,3,2
994,0,0
995,0,4
996,3,2
997,3,0
998,3,2
999,3,1
1000,5,0
1001,2,2
1002,3,3
1003,0,2
1004,1,0
1005,4,2
1006,4,3
1007,3,4
1008,1,0
1009,0,2
1010,5,2
1011,1,0
1012,1,2
1013,5,2
1014,2,2
1015,1,0
1016,3,0
1017,4,0
1018,3,0
1019,0,0
1020,0,0
1021,0,2
1022,3,0
1023,3,4
1024,1,0
1025,4,4
1026,4,3
1027,2,2
1028,3,5
1029,3,0
1030,3,0
1031,3,2
1032,0,1
1033,2,2
1034,1,5
1035,5,2
1036,2,2
1037,2,2
1038,1,2
1039,3,2
1040,3,3
1041,3,4
1042,0,0
1043,2,2
1044,5,3
1045,3,2
1046,0,5
1047,1,3
1048,3,1
1049,1,1
1050,2,1
1051,3,3
1052,3,2
1053,3,0
1054,1,0
1055,5,2
1056,3,1
1057,5,5
1058,3,0
1059,1,2
1060,3,4
1061,2,2
1062,3,0
1063,3,0
1064,1,2
1065,3,2
1066,2,2
1067,0,1
1068,0,0
1069,2,0
1070,3,2
1071,3,0
1072,2,2
1073,3,0
1074,2,2
1075,1,0
1076,0,2
1077,1,4
1078,2,2
1079,5,4
1080,3,0
1081,0,2
1082,0,0
1083,4,0
1084,3,0
1085,4,3
1086,0,0
1087,3,0
1088,3,2
1089,3,4
1090,3,2
1091,0,4
1092,0,0
1093,3,2
1094,5,4
1095,2,3
1096,1,2
1097,2,1
1098,3,0
1099,2,2
1100,0,0
1101,1,1
1102,3,0
1103,0,0
1104,3,0
1105,5,0
1106,3,1
1107,2,0
1108,3,0
1109,3,2
1110,3,2
1111,2,4
1112,1,2
1113,2,0
1114,4,5
1115,3,3
1116,3,0
1117,2,0
1118,1,1
1119,3,0
1120,2,0
1121,3,2
1122,0,0
1123,2,0
1124,0,2
1125,4,3
1126,4,2
1127,1,0
1128,3,2
1129,3,0
1130,0,0
1131,5,2
1132,0,0
1133,3,2
1134,1,0
1135,1,2
1136,3,2
1137,3,0
1138,0,4
1139,1,0
1140,3,4
1141,5,5
1142,1,2
1143,0,0
1144,0,0
1145,2,2
1146,3,3
1147,2,2
1148,1,2
1149,1,2
1150,3,2
1151,2,5
1152,5,2
1153,0,0
1154,4,5
1155,0,0
1156,1,1
1157,4,2
1158,0,0
1159,0,2
1160,0,0
1161,5,2
1162,3,1
1163,2,1
1164,0,0
1165,2,2
1166,3,2
1167,5,1
1168,3,4
1169,3,0
1170,2,2
1171,2,1
1172,0,4
1173,2,0
1174,4,4
1175,5,2
1176,3,0
1177,5,0
1178,4,2
1179,0,5
1180,0,0
1181,0,0
1182,3,2
1183,1,0
1184,2,2
1185,5,1
1186,3,4
1187,1,2
1188,2,0
1189,3,4
1190,3,4
1191,5,0
1192,3,4
1193,4,1
1194,4,3
1195,3,0
1196,2,2
1197,3,2
1198,4,2
1199,2,0
1200,5,2
1201,3,2
1202,0,0
1203,4,2
1204,3,4
1205,2,2
1206,3,2
1207,3,0
1208,3,4
1209,1,0
1210,0,0
1211,4,2
1212,1,1
1213,2,3
1214,2,0
1215,5,5
1216,4,2
1217,3,0
1218,3,0
1219,4,2
1220,2,2
1221,1,0
1222,1,2
1223,2,2
1224,2,1
1225,0,0
1226,2,1
1227,1,2
1228,4,3
1229,1,1
1230,2,2
1231,3,0
1232,4,0
1233,2,0
1234,3,0
1235,3,4
1236,0,2
1237,1,2
1238,5,1
1239,3,2
1240,3,0
1241,3,2
1242,3,0
1243,1,5
1244,4,4
1245,2,2
1246,0,4
1247,0,0
1248,4,2
1249,0,2
1250,5,1
1251,5,0
1252,2,2
1253,3,0
1254,3,0
1255,0,0
1256,2,1
1257,2,2
1258,5,1
1259,3,2
1260,4,4
1261,1,2
1262,1,0
1263,2,2
1264,5,0
1265,1,0
1266,3,2
1267,2,1
1268,3,2
1269,0,1
1270,3,2
1271,3,0
1272,0,1
1273,4,2
1274,3,0
1275,0,0
1276,0,1
1277,2,1
1278,2,2
1279,3,2
1280,3,3
1281,1,0
1282,2,0
1283,3,1
1284,1,0
1285,2,2
1286,0,1
1287,4,0
1288,3,0
1289,1,1
1290,3,0
1291,3,2
1292,3,0
1293,5,2
1294,5,1
1295,3,0
1296,3,2
1297,3,4
1298,0,3
1299,0,1
1300,5,2
1301,4,5
1302,3,0
1303,4,0
1304,3,0
1305,0,0
1306,4,3
1307,2,1
1308,4,2
1309,2,2
1310,3,0
1311,5,2
1312,2,1
1313,1,0
1314,3,2
1315,2,1
1316,0,0
1317,0,0
1318,3,2
1319,3,0
1320,1,0
1321,1,0
1322,3,2
1323,0,0
1324,0,2
1325,2,2
1326,3,0
1327,0,0
1328,1,1
1329,1,2
1330,4,2
1331,3,3
1332,4,0
1333,5,5
1334,2,2
1335,3,2
1336,0,5
1337,3,1
1338,2,0
1339,4,3
1340,3,5
1341,0,0
1342,2,1
1343,3,4
1344,3,0
1345,5,1
1346,3,0
1347,1,0
1348,3,2
1349,5,0
1350,3,1
1351,3,1
1352,3,2
1353,3,2
1354,2,2
1355,4,2
1356,3,2
1357,2,0
1358,2,0
1359,5,0
1360,5,2
1361,2,1
1362,4,0
1363,1,4
1364,1,0
1365,3,0
1366,1,2
1367,0,0
1368,5,2
1369,4,0
1370,3,4
1371,3,3
1372,5,2
1373,0,0
1374,3,2
1375,3,4
1376,1,0
1377,0,0
1378,4,5
1379,0,2
1380,3,2
1381,3,2
1382,5,2
1383,0,0
1384,3,1
1385,2,2
1386,3,2
1387,3,2
1388,3,0
1389,5,1
1390,2,2
1391,3,0
1392,5,4
1393,3,0
1394,5,2
1395,1,0
1396,0,2
1397,3,2
1398,2,4
1399,3,0
1400,2,3
1401,2,2
1402,2,2
1403,1,2
1404,1,1
1405,3,2
1406,0,4
1407,1,2
1408,3,0
1409,3,2
1410,3,4
1411,0,1
1412,3,0
1413,3,2
1414,0,0
1415,2,2
1416,1,0
1417,3,3
1418,2,0
1419,2,0
1420,3,2
1421,0,0
1422,3,2
1423,0,4
1424,2,0
1425,3,3
1426,0,2
1427,3,2
1428,3,2
1429,1,1
1430,1,2
1431,3,4
1432,3,2
1433,3,2
1434,2,1
1435,2,2
1436,3,4
1437,2,1
1438,1,0
1439,2,0
1440,2,2
1441,1,2
1442,2,1
1443,2,4
1444,3,1
1445,1,1
1446,3,2
1447,3,1
1448,3,4
1449,3,3
1450,1,0
1451,3,2
1452,0,2
1453,3,2
1454,5,2
1455,3,2
1456,1,1
1457,3,4
1458,0,0
1459,2,0
1460,1,0
1461,1,1
1462,5,2
1463,4,0
1464,2,0
1465,3,2
1466,1,1
1467,3,2
1468,3,3
1469,3,2
1470,2,0
1471,1,2
1472,1,2
1473,3,0
1474,2,0
1475,3,2
1476,5,0
1477,2,3
1478,2,2
1479,4,2
1480,2,0
1481,0,1
1482,5,4
1483,0,0
1484,2,1
1485,0,0
1486,3,0
1487,3,2
1488,3,0
1489,3,2
1490,2,4
1491,3,0
1492,2,2
1493,2,2
1494,1,0
1495,3,0
1496,0,2
1497,1,0
1498,3,0
1499,0,1
1500,0,0
1501,3,5
1502,1,1
1503,3,1
1504,3,2
1505,1,2
1506,4,1
1507,0,0
1508,3,2
1509,5,2
1510,3,0
1511,1,1
1512,1,0
1513,0,2
1514,2,2
1515,2,1
1516,3,1
1517,3,4
1518,0,1
1519,2,0
1520,2,1
1521,3,2
1522,2,5
1523,3,0
1524,1,0
1525,3,2
1526,4,2
1527,4,2
1528,4,1
1529,2,0
1530,3,1
1531,4,0
1532,0,0
1533,1,1
1534,1,0
1535,4,2
1536,1,1
1537,0,2
1538,4,0
1539,1,1
1540,4,3
1541,3,0
1542,2,3
1543,0,0
1544,0,1
1545,2,1
1546,4,0
1547,5,2
1548,2,1
1549,2,2
1550,0,0
1551,3,3
1552,0,0
1553,2,2
1554,3,0
1555,0,0
1556,3,3
1557,2,2
1558,0,0
1559,3,2
1560,0,0
1561,3,0
1562,5,1
1563,3,3
1564,1,0
1565,2,2
1566,3,3
1567,3,4
1568,2,2
1569,0,2
1570,2,0
1571,2,0
1572,2,2
1573,2,0
1574,1,2
1575,3,0
1576,5,1
1577,2,2
1578,1,0
1579,4,2
1580,4,2
1581,4,4
1582,3,0
1583,2,0
1584,3,3
1585,0,0
1586,2,2
1587,0,0
1588,3,2
1589,0,0
1590,3,1
1591,0,0
1592,3,2
1593,5,1
1594,2,0
1595,0,0
1596,3,0
1597,0,1
1598,3,3
1599,3,0
1600,3,0
1601,3,2
1602,3,5
1603,2,0
1604,0,2
1605,0,2
1606,4,1
1607,1,5
1608,0,2
1609,0,4
1610,3,2
1611,1,2
1612,0,1
1613,2,3
1614,5,0
1615,2,0
1616,3,2
1617,0,2
1618,3,0
1619,2,0
1620,2,2
1621,0,0
1622,3,2
1623,1,2
1624,2,0
1625,4,2
1626,1,0
1627,3,0
1628,3,0
1629,5,0
1630,0,1
1631,3,1
1632,0,4
1633,3,2
1634,0,2
1635,1,1
1636,3,2
1637,3,4
1638,5,1
1639,3,0
1640,2,2
1641,2,2
1642,3,0
1643,0,0
1644,1,4
1645,1,0
1646,3,0
1647,5,5
1648,3,5
1649,2,0
1650,5,0
1651,1,1
1652,2,2
1653,1,0
1654,0,0
1655,0,0
1656,3,3
1657,3,0
1658,4,1
1659,3,0
1660,3,1
1661,3,4
1662,3,2
1663,0,0
1664,2,2
1665,1,0
1666,3,0
1667,3,0
1668,3,0
1669,2,0
1670,4,2
1671,1,1
1672,2,1
1673,2,2
1674,1,0
1675,1,2
1676,2,0
1677,1,1
1678,1,1
1679,0,0
1680,3,2
1681,3,4
1682,3,5
1683,3,0
1684,4,0
1685,3,2
1686,5,0
1687,5,0
1688,1,2
1689,3,2
1690,4,0
1691,3,4
1692,0,2
1693,3,2
1694,0,0
1695,4,1
1696,1,2
1697,2,0
1698,1,0
1699,3,2
1700,1,4
1701,0,0
1702,4,2
1703,4,0
1704,5,2
1705,2,2
1706,0,0
1707,0,2
1708,3,2
1709,4,0
1710,3,0
1711,2,2
1712,0,0
1713,2,2
1714,5,0
1715,4,1
1716,2,0
1717,4,0
1718,0,0
1719,3,1
1720,1,3
1721,3,1
1722,0,0
1723,5,2
1724,2,0
1725,3,0
1726,3,0
1727,3,4
1728,2,2
1729,3,2
1730,4,2
1731,0,2
1732,5,2
1733,3,2
1734,1,0
1735,3,0
1736,2,2
1737,3,1
1738,0,1
1739,5,2
1740,3,1
1741,3,0
1742,3,1
1743,3,3
1744,3,4
1745,4,4
1746,3,0
1747,4,0
1748,2,0
1749,5,4
1750,3,4
1751,0,0
1752,2,2
1753,3,2
1754,2,0
1755,5,2
1756,5,1
1757,3,0
1758,4,0
1759,3,0
1760,3,5
1761,3,2
1762,2,0
1763,4,0
1764,2,1
1765,1,0
1766,0,0
1767,3,0
1768,4,2
1769,2,2
1770,3,2
1771,3,0
1772,3,4
1773,1,2
1774,0,1
1775,0,1
1776,4,3
1777,4,2
1778,0,1
1779,2,0
1780,3,3
1781,2,1
1782,0,2
1783,2,0
1784,1,0
1785,0,0
1786,3,2
1787,1,1
1788,4,3
1789,0,0
1790,2,0
1791,1,0
1792,5,2
1793,4,0
1794,1,1
1795,3,2
1796,2,1
1797,1,2
1798,3,4
1799,3,2
1800,1,0
1801,0,2
1802,1,1
1803,3,0
1804,1,3
1805,0,2
1806,0,0
1807,1,0
1808,3,2
1809,0,0
1810,0,0
1811,1,0
1812,5,2
1813,0,0
1814,0,4
1815,4,2
1816,1,0
1817,1,2
1818,2,2
1819,1,4
1820,1,0
1821,3,4
1822,1,0
1823,0,0
1824,1,0
1825,3,0
1826,4,4
1827,3,2
1828,0,2
1829,0,2
1830,4,1
1831,3,1
1832,2,2
1833,3,2
1834,0,2
1835,2,1
1836,3,2
1837,3,4
1838,0,0
1839,5,1
1840,1,1
1841,3,2
1842,3,1
1843,1,2
1844,0,2
1845,2,0
1846,2,2
1847,5,0
1848,3,2
1849,4,0
1850,2,2
1851,1,1
1852,3,5
1853,4,2
1854,1,0
1855,2,1
1856,3,1
1857,3,0
1858,0,1
1859,0,0
1860,1,0
1861,3,3
1862,4,0
1863,5,2
1864,0,0
1865,3,0
1866,1,2
1867,0,0
1868,3,2
1869,3,2
1870,3,2
1871,1,0
1872,2,1
1873,2,0
1874,2,2
1875,3,5
1876,3,0
1877,0,0
1878,2,4
1879,0,0
1880,1,2
1881,2,2
1882,3,2
1883,2,2
1884,2,0
1885,3,3
1886,5,2
1887,3,1
1888,4,0
1889,5,0
1890,3,1
1891,3,0
1892,3,2
1893,5,0
1894,3,4
1895,4,2
1896,4,3
1897,1,2
1898,3,0
1899,5,2
1900,1,0
1901,2,1
1902,3,0
1903,3,1
1904,0,0
1905,3,0
1906,4,3
1907,3,2
1908,0,4
1909,1,0
1910,0,2
1911,3,0
1912,3,3
1913,2,0
1914,5,2
1915,2,1
1916,0,2
1917,5,4
1918,3,4
1919,3,2
1920,5,2
1921,3,0
1922,4,2
1923,0,1
1924,3,0
1925,2,1
1926,1,0
1927,4,2
1928,3,0
1929,0,2
1930,2,0
1931,0,0
1932,5,2
1933,4,0
1934,3,5
1935,0,5
1936,2,0
1937,3,0
1938,2,0
1939,1,2
1940,1,0
1941,5,1
1942,1,0
1943,0,0
1944,3,0
1945,2,2
1946,2,3
1947,4,0
1948,0,2
1949,0,0
1950,0,3
1951,3,2
1952,1,0
1953,0,1
1954,3,4
1955,0,2
1956,5,0
1957,3,4
1958,4,0
1959,3,2
1960,0,2
1961,5,0
1962,1,0
1963,1,1
1964,4,2
1965,1,2
1966,3,4
1967,3,5
1968,0,0
1969,3,3
1970,1,0
1971,4,0
1972,1,1
1973,3,2
1974,2,0
1975,2,2
1976,2,0
1977,3,4
1978,0,2
1979,2,2
1980,1,1
1981,5,2
1982,3,2
1983,0,2
1984,3,0
1985,2,0
1986,3,3
1987,0,0
1988,1,2
1989,3,0
1990,5,2
1991,3,0
1992,3,2
1993,0,0
1994,4,0
1995,3,2
1996,3,1
1997,3,4
1998,2,1
1999,0,2
2000,4,0
2001,3,0
2002,4,1
2003,5,0
2004,3,0
2005,3,0
2006,3,2
2007,2,0
2008,0,0
2009,1,5
2010,2,2
2011,3,1
2012,1,0
2013,2,2
2014,3,2
2015,3,4
2016,2,2
2017,2,2
2018,2,3
2019,0,0
2020,5,0
2021,3,0
2022,3,2
2023,4,2
2024,1,0
2025,5,2
2026,3,4
2027,4,2
2028,1,1
2029,0,1
2030,5,2
2031,3,1
2032,3,0
2033,2,2
2034,3,0
2035,0,0
2036,3,0
2037,3,0
2038,0,0
2039,1,1
2040,1,0
2041,0,0
2042,1,0
2043,3,2
2044,3,0
2045,1,0
2046,2,1
2047,2,2
2048,2,2
2049,3,0
2050,1,0
2051,0,4
2052,3,4
2053,3,0
2054,3,2
2055,4,2
2056,0,0
2057,3,3
2058,3,2
2059,0,1
2060,0,2
2061,3,3
2062,2,0
2063,3,1
2064,2,0
2065,3,0
2066,0,2
2067,3,0
2068,1,0
2069,3,4
2070,1,2
2071,3,0
2072,0,2
2073,0,0
2074,4,0
2075,5,1
2076,3,0
2077,4,1
2078,1,1
2079,0,2
2080,4,2
2081,1,2
2082,3,0
2083,3,0
2084,0,0
2085,2,2
2086,4,0
2087,1,1
2088,1,1
2089,3,3
2090,3,2
2091,5,0
2092,3,2
2093,2,0
2094,3,4
2095,2,4
2096,3,0
2097,4,4
2098,0,2
2099,3,1
2100,0,4
2101,3,0
2102,4,2
2103,3,0
2104,2,1
2105,1,1
2106,3,2
2107,3,4
2108,0,2
2109,3,2
2110,2,0
2111,5,3
2112,0,5
2113,3,1
2114,3,0
2115,3,2
2116,0,0
2117,2,1
2118,3,0
2119,1,0
2120,2,0
2121,5,0
2122,3,0
2123,2,1
2124,3,0
2125,3,0
2126,5,2
2127,1,1
2128,2,4
2129,3,2
2130,3,0
2131,5,5
2132,3,1
2133,0,0
2134,2,4
2135,0,0
2136,3,2
2137,2,1
2138,3,2
2139,3,4
2140,4,2
