,true,pred
430,tensor(3),tensor(1)
431,tensor(5),tensor(2)
432,tensor(3),tensor(0)
433,tensor(2),tensor(2)
434,tensor(2),tensor(0)
435,tensor(3),tensor(0)
436,tensor(4),tensor(1)
437,tensor(2),tensor(1)
438,tensor(0),tensor(2)
439,tensor(2),tensor(1)
440,tensor(2),tensor(5)
441,tensor(0),tensor(0)
442,tensor(1),tensor(0)
443,tensor(0),tensor(2)
444,tensor(2),tensor(2)
445,tensor(3),tensor(3)
446,tensor(3),tensor(5)
447,tensor(3),tensor(2)
448,tensor(1),tensor(2)
449,tensor(1),tensor(0)
450,tensor(3),tensor(0)
451,tensor(2),tensor(1)
452,tensor(0),tensor(2)
453,tensor(0),tensor(0)
454,tensor(3),tensor(1)
455,tensor(4),tensor(4)
456,tensor(2),tensor(2)
457,tensor(2),tensor(0)
458,tensor(4),tensor(4)
459,tensor(1),tensor(0)
460,tensor(4),tensor(4)
461,tensor(0),tensor(1)
462,tensor(5),tensor(2)
463,tensor(0),tensor(0)
464,tensor(3),tensor(5)
465,tensor(3),tensor(4)
466,tensor(1),tensor(1)
467,tensor(0),tensor(0)
468,tensor(4),tensor(2)
469,tensor(1),tensor(2)
470,tensor(5),tensor(2)
471,tensor(5),tensor(2)
472,tensor(3),tensor(0)
473,tensor(4),tensor(2)
474,tensor(5),tensor(2)
475,tensor(2),tensor(4)
476,tensor(2),tensor(5)
477,tensor(1),tensor(0)
478,tensor(2),tensor(0)
479,tensor(3),tensor(4)
480,tensor(3),tensor(2)
481,tensor(5),tensor(0)
482,tensor(2),tensor(0)
483,tensor(2),tensor(3)
484,tensor(3),tensor(2)
485,tensor(3),tensor(4)
486,tensor(3),tensor(2)
487,tensor(0),tensor(1)
488,tensor(0),tensor(0)
489,tensor(3),tensor(0)
490,tensor(3),tensor(2)
491,tensor(4),tensor(0)
492,tensor(5),tensor(5)
493,tensor(3),tensor(1)
494,tensor(1),tensor(2)
495,tensor(1),tensor(0)
496,tensor(4),tensor(1)
497,tensor(0),tensor(0)
498,tensor(3),tensor(0)
499,tensor(3),tensor(0)
500,tensor(4),tensor(2)
501,tensor(2),tensor(0)
502,tensor(0),tensor(0)
503,tensor(3),tensor(0)
504,tensor(2),tensor(0)
505,tensor(4),tensor(0)
506,tensor(0),tensor(0)
507,tensor(3),tensor(2)
508,tensor(2),tensor(5)
509,tensor(3),tensor(1)
510,tensor(1),tensor(2)
511,tensor(2),tensor(0)
512,tensor(3),tensor(1)
513,tensor(3),tensor(0)
514,tensor(5),tensor(2)
515,tensor(1),tensor(0)
516,tensor(3),tensor(0)
517,tensor(1),tensor(2)
518,tensor(2),tensor(2)
519,tensor(0),tensor(0)
520,tensor(1),tensor(1)
521,tensor(3),tensor(2)
522,tensor(2),tensor(1)
523,tensor(2),tensor(2)
524,tensor(1),tensor(2)
525,tensor(3),tensor(2)
526,tensor(0),tensor(0)
527,tensor(2),tensor(0)
528,tensor(0),tensor(0)
529,tensor(3),tensor(1)
530,tensor(5),tensor(4)
531,tensor(0),tensor(0)
532,tensor(1),tensor(0)
533,tensor(1),tensor(0)
534,tensor(1),tensor(0)
535,tensor(3),tensor(3)
536,tensor(3),tensor(4)
537,tensor(3),tensor(2)
538,tensor(3),tensor(3)
539,tensor(0),tensor(0)
540,tensor(3),tensor(0)
541,tensor(1),tensor(0)
542,tensor(1),tensor(0)
543,tensor(2),tensor(2)
544,tensor(5),tensor(0)
545,tensor(2),tensor(5)
546,tensor(5),tensor(2)
547,tensor(2),tensor(2)
548,tensor(3),tensor(2)
549,tensor(3),tensor(2)
550,tensor(3),tensor(2)
551,tensor(4),tensor(5)
552,tensor(0),tensor(0)
553,tensor(3),tensor(0)
554,tensor(4),tensor(2)
555,tensor(4),tensor(2)
556,tensor(0),tensor(0)
557,tensor(1),tensor(0)
558,tensor(2),tensor(2)
559,tensor(3),tensor(1)
560,tensor(3),tensor(2)
561,tensor(1),tensor(2)
562,tensor(4),tensor(0)
563,tensor(2),tensor(1)
564,tensor(3),tensor(0)
565,tensor(3),tensor(0)
566,tensor(3),tensor(2)
567,tensor(2),tensor(0)
568,tensor(1),tensor(2)
569,tensor(3),tensor(2)
570,tensor(4),tensor(3)
571,tensor(1),tensor(1)
572,tensor(5),tensor(0)
573,tensor(1),tensor(2)
574,tensor(3),tensor(0)
575,tensor(3),tensor(2)
576,tensor(3),tensor(4)
577,tensor(3),tensor(2)
578,tensor(2),tensor(2)
579,tensor(3),tensor(0)
580,tensor(2),tensor(1)
581,tensor(3),tensor(1)
582,tensor(5),tensor(5)
583,tensor(0),tensor(2)
584,tensor(2),tensor(2)
585,tensor(5),tensor(5)
586,tensor(2),tensor(1)
587,tensor(3),tensor(0)
588,tensor(0),tensor(0)
589,tensor(2),tensor(2)
590,tensor(2),tensor(2)
591,tensor(0),tensor(4)
592,tensor(0),tensor(2)
593,tensor(2),tensor(1)
594,tensor(5),tensor(1)
595,tensor(2),tensor(0)
596,tensor(3),tensor(2)
597,tensor(1),tensor(2)
598,tensor(3),tensor(2)
599,tensor(0),tensor(2)
600,tensor(5),tensor(2)
601,tensor(0),tensor(1)
602,tensor(4),tensor(2)
603,tensor(0),tensor(0)
604,tensor(4),tensor(0)
605,tensor(3),tensor(4)
606,tensor(3),tensor(2)
607,tensor(2),tensor(1)
608,tensor(1),tensor(1)
609,tensor(2),tensor(0)
610,tensor(2),tensor(0)
611,tensor(3),tensor(2)
612,tensor(1),tensor(0)
613,tensor(1),tensor(1)
614,tensor(1),tensor(2)
615,tensor(1),tensor(1)
616,tensor(2),tensor(2)
617,tensor(5),tensor(0)
618,tensor(0),tensor(4)
619,tensor(3),tensor(2)
620,tensor(3),tensor(0)
621,tensor(0),tensor(0)
622,tensor(4),tensor(4)
623,tensor(4),tensor(5)
624,tensor(3),tensor(2)
625,tensor(2),tensor(0)
626,tensor(3),tensor(0)
627,tensor(3),tensor(2)
628,tensor(1),tensor(0)
629,tensor(2),tensor(0)
630,tensor(3),tensor(2)
631,tensor(3),tensor(0)
632,tensor(5),tensor(2)
633,tensor(2),tensor(4)
634,tensor(0),tensor(0)
635,tensor(0),tensor(2)
636,tensor(2),tensor(2)
637,tensor(4),tensor(2)
638,tensor(3),tensor(2)
639,tensor(4),tensor(0)
640,tensor(3),tensor(2)
641,tensor(2),tensor(1)
642,tensor(3),tensor(1)
643,tensor(3),tensor(2)
644,tensor(1),tensor(0)
645,tensor(3),tensor(3)
646,tensor(2),tensor(2)
647,tensor(3),tensor(0)
648,tensor(0),tensor(0)
649,tensor(1),tensor(3)
650,tensor(2),tensor(0)
651,tensor(2),tensor(2)
652,tensor(3),tensor(0)
653,tensor(3),tensor(2)
654,tensor(1),tensor(0)
655,tensor(2),tensor(0)
656,tensor(4),tensor(2)
657,tensor(1),tensor(0)
658,tensor(4),tensor(2)
659,tensor(1),tensor(1)
660,tensor(2),tensor(4)
661,tensor(3),tensor(0)
662,tensor(3),tensor(3)
663,tensor(0),tensor(4)
664,tensor(4),tensor(0)
665,tensor(0),tensor(0)
666,tensor(4),tensor(2)
667,tensor(3),tensor(0)
668,tensor(2),tensor(1)
669,tensor(2),tensor(0)
670,tensor(0),tensor(0)
671,tensor(3),tensor(0)
672,tensor(3),tensor(0)
673,tensor(1),tensor(0)
674,tensor(0),tensor(4)
675,tensor(1),tensor(0)
676,tensor(5),tensor(2)
677,tensor(2),tensor(1)
678,tensor(0),tensor(1)
679,tensor(3),tensor(0)
680,tensor(0),tensor(1)
681,tensor(3),tensor(2)
682,tensor(0),tensor(0)
683,tensor(0),tensor(0)
684,tensor(4),tensor(0)
685,tensor(3),tensor(4)
686,tensor(3),tensor(4)
687,tensor(5),tensor(2)
688,tensor(5),tensor(1)
689,tensor(4),tensor(4)
690,tensor(5),tensor(2)
691,tensor(2),tensor(0)
692,tensor(3),tensor(2)
693,tensor(2),tensor(0)
694,tensor(0),tensor(2)
695,tensor(2),tensor(1)
696,tensor(2),tensor(1)
697,tensor(3),tensor(0)
698,tensor(5),tensor(2)
699,tensor(4),tensor(2)
700,tensor(3),tensor(0)
701,tensor(4),tensor(4)
702,tensor(3),tensor(0)
703,tensor(3),tensor(2)
704,tensor(3),tensor(4)
705,tensor(1),tensor(0)
706,tensor(4),tensor(2)
707,tensor(3),tensor(0)
708,tensor(3),tensor(1)
709,tensor(1),tensor(2)
710,tensor(3),tensor(4)
711,tensor(0),tensor(0)
712,tensor(4),tensor(0)
713,tensor(0),tensor(2)
714,tensor(3),tensor(3)
715,tensor(4),tensor(0)
716,tensor(5),tensor(5)
717,tensor(4),tensor(3)
718,tensor(3),tensor(4)
719,tensor(1),tensor(0)
720,tensor(5),tensor(5)
721,tensor(5),tensor(0)
722,tensor(3),tensor(1)
723,tensor(2),tensor(0)
724,tensor(5),tensor(0)
725,tensor(2),tensor(0)
726,tensor(3),tensor(0)
727,tensor(2),tensor(2)
728,tensor(3),tensor(4)
729,tensor(0),tensor(1)
730,tensor(3),tensor(0)
731,tensor(1),tensor(2)
732,tensor(5),tensor(2)
733,tensor(0),tensor(2)
734,tensor(3),tensor(4)
735,tensor(3),tensor(1)
736,tensor(5),tensor(2)
737,tensor(0),tensor(0)
738,tensor(4),tensor(0)
739,tensor(4),tensor(2)
740,tensor(1),tensor(1)
741,tensor(0),tensor(2)
742,tensor(2),tensor(0)
743,tensor(4),tensor(2)
744,tensor(2),tensor(1)
745,tensor(0),tensor(0)
746,tensor(1),tensor(0)
747,tensor(2),tensor(2)
748,tensor(5),tensor(0)
749,tensor(0),tensor(2)
750,tensor(3),tensor(0)
751,tensor(3),tensor(0)
752,tensor(3),tensor(2)
753,tensor(1),tensor(0)
754,tensor(3),tensor(1)
755,tensor(2),tensor(1)
756,tensor(5),tensor(0)
757,tensor(3),tensor(0)
758,tensor(3),tensor(0)
759,tensor(0),tensor(1)
760,tensor(1),tensor(2)
761,tensor(0),tensor(0)
762,tensor(0),tensor(0)
763,tensor(2),tensor(5)
764,tensor(3),tensor(0)
765,tensor(3),tensor(3)
766,tensor(2),tensor(3)
767,tensor(2),tensor(2)
768,tensor(0),tensor(1)
769,tensor(3),tensor(1)
770,tensor(3),tensor(2)
771,tensor(3),tensor(0)
772,tensor(3),tensor(4)
773,tensor(2),tensor(2)
774,tensor(0),tensor(5)
775,tensor(0),tensor(4)
776,tensor(4),tensor(2)
777,tensor(3),tensor(2)
778,tensor(4),tensor(4)
779,tensor(1),tensor(2)
780,tensor(2),tensor(4)
781,tensor(4),tensor(2)
782,tensor(5),tensor(2)
783,tensor(3),tensor(2)
784,tensor(3),tensor(0)
785,tensor(0),tensor(0)
786,tensor(2),tensor(1)
787,tensor(0),tensor(0)
788,tensor(5),tensor(2)
789,tensor(3),tensor(1)
790,tensor(3),tensor(3)
791,tensor(4),tensor(2)
792,tensor(5),tensor(2)
793,tensor(1),tensor(1)
794,tensor(3),tensor(2)
795,tensor(1),tensor(2)
796,tensor(0),tensor(0)
797,tensor(3),tensor(2)
798,tensor(1),tensor(4)
799,tensor(3),tensor(0)
800,tensor(0),tensor(1)
801,tensor(3),tensor(2)
802,tensor(5),tensor(2)
803,tensor(3),tensor(2)
804,tensor(4),tensor(4)
805,tensor(2),tensor(0)
806,tensor(2),tensor(3)
807,tensor(1),tensor(1)
808,tensor(3),tensor(2)
809,tensor(0),tensor(0)
810,tensor(4),tensor(0)
811,tensor(0),tensor(2)
812,tensor(2),tensor(2)
813,tensor(5),tensor(5)
814,tensor(3),tensor(2)
815,tensor(2),tensor(2)
816,tensor(3),tensor(4)
817,tensor(3),tensor(0)
818,tensor(4),tensor(2)
819,tensor(0),tensor(0)
820,tensor(2),tensor(0)
821,tensor(0),tensor(0)
822,tensor(3),tensor(2)
823,tensor(3),tensor(2)
824,tensor(5),tensor(2)
825,tensor(2),tensor(4)
826,tensor(3),tensor(0)
827,tensor(2),tensor(1)
828,tensor(2),tensor(2)
829,tensor(1),tensor(1)
830,tensor(3),tensor(0)
831,tensor(2),tensor(2)
832,tensor(1),tensor(2)
833,tensor(2),tensor(0)
834,tensor(0),tensor(2)
835,tensor(3),tensor(2)
836,tensor(2),tensor(0)
837,tensor(5),tensor(5)
838,tensor(3),tensor(0)
839,tensor(1),tensor(0)
840,tensor(3),tensor(0)
841,tensor(1),tensor(0)
842,tensor(1),tensor(2)
843,tensor(3),tensor(0)
844,tensor(1),tensor(1)
845,tensor(3),tensor(0)
846,tensor(5),tensor(3)
847,tensor(2),tensor(1)
848,tensor(0),tensor(2)
849,tensor(3),tensor(0)
850,tensor(2),tensor(2)
851,tensor(3),tensor(4)
852,tensor(0),tensor(0)
853,tensor(3),tensor(0)
854,tensor(1),tensor(2)
855,tensor(3),tensor(0)
856,tensor(3),tensor(0)
857,tensor(2),tensor(2)
858,tensor(3),tensor(1)
859,tensor(1),tensor(2)
860,tensor(3),tensor(2)
861,tensor(2),tensor(2)
862,tensor(4),tensor(2)
863,tensor(5),tensor(0)
864,tensor(2),tensor(2)
865,tensor(2),tensor(1)
866,tensor(2),tensor(1)
867,tensor(3),tensor(2)
868,tensor(2),tensor(1)
869,tensor(0),tensor(0)
870,tensor(2),tensor(0)
871,tensor(0),tensor(0)
872,tensor(0),tensor(3)
873,tensor(3),tensor(2)
874,tensor(3),tensor(2)
875,tensor(0),tensor(0)
876,tensor(0),tensor(2)
877,tensor(3),tensor(4)
878,tensor(3),tensor(3)
879,tensor(3),tensor(2)
880,tensor(3),tensor(0)
881,tensor(4),tensor(0)
882,tensor(2),tensor(0)
883,tensor(3),tensor(0)
884,tensor(0),tensor(0)
885,tensor(0),tensor(3)
886,tensor(2),tensor(2)
887,tensor(4),tensor(2)
888,tensor(5),tensor(0)
889,tensor(0),tensor(1)
890,tensor(2),tensor(1)
891,tensor(2),tensor(2)
892,tensor(3),tensor(2)
893,tensor(3),tensor(0)
894,tensor(2),tensor(0)
895,tensor(3),tensor(0)
896,tensor(1),tensor(2)
897,tensor(1),tensor(0)
898,tensor(3),tensor(0)
899,tensor(4),tensor(0)
900,tensor(1),tensor(1)
901,tensor(3),tensor(2)
902,tensor(2),tensor(2)
903,tensor(1),tensor(0)
904,tensor(1),tensor(0)
905,tensor(3),tensor(2)
906,tensor(0),tensor(0)
907,tensor(0),tensor(0)
908,tensor(2),tensor(1)
909,tensor(3),tensor(4)
910,tensor(0),tensor(0)
911,tensor(3),tensor(4)
912,tensor(3),tensor(2)
913,tensor(2),tensor(1)
914,tensor(2),tensor(2)
915,tensor(4),tensor(0)
916,tensor(4),tensor(2)
917,tensor(4),tensor(3)
918,tensor(5),tensor(2)
919,tensor(5),tensor(1)
920,tensor(2),tensor(0)
921,tensor(3),tensor(0)
922,tensor(0),tensor(0)
923,tensor(0),tensor(0)
924,tensor(3),tensor(0)
925,tensor(2),tensor(5)
926,tensor(2),tensor(1)
927,tensor(1),tensor(1)
928,tensor(3),tensor(0)
929,tensor(3),tensor(1)
930,tensor(3),tensor(4)
931,tensor(3),tensor(0)
